train_acc,test_acc,train_loss,test_loss
0.5339521250610649,0.547798066595059,0.6992924436926842,0.6881529001866357
0.5403028822667318,0.5698174006444683,0.695597124285996,0.6824921015965737
0.5549584758182706,0.5569280343716434,0.6912454515695572,0.6896977768105975
0.5319980459208598,0.560687432867884,0.6924955192953348,0.6867147199178146
0.5622862725940401,0.6203007518796992,0.6843970017507672,0.6685581722501981
0.5647288715192965,0.611170784103115,0.6871767640113831,0.6729464530944824
0.5559355153883733,0.6165413533834586,0.6837293906137347,0.6725235985497297
0.5427454811919883,0.5789473684210527,0.6917304033413529,0.6803985359305043
0.5676599902296043,0.6084854994629431,0.6833430640399456,0.6733410722118313
0.5549584758182706,0.6133190118152524,0.683477159589529,0.6740401993363591
0.5481191988275526,0.5703544575725027,0.6870060656219721,0.6838753789158191
0.5725451880801172,0.6224489795918368,0.6779947932809591,0.6642049985416865
0.5842696629213483,0.6090225563909775,0.6774511551484466,0.6718834244598777
0.5696140693698095,0.6219119226638024,0.6790840309113264,0.6719176365157306
0.570591108939912,0.5531686358754028,0.6792412539944053,0.6839697290275056
0.5583781143136297,0.5778732545649838,0.6858854237943888,0.6809894816350128
0.572056668295066,0.5445757250268528,0.6822889503091574,0.686092174659341
0.5593551538837322,0.575187969924812,0.6817803429439664,0.6793716418541084
0.550561797752809,0.5848549946294307,0.6856887387111783,0.6790064330828391
0.5657059110893992,0.5451127819548872,0.6825737245380878,0.686018747798467
0.5578895945285784,0.5864661654135338,0.6855304557830095,0.6767894221564471
0.5735222276502199,0.5644468313641245,0.6774670714512467,0.6817287398596942
0.5867122618466047,0.5939849624060151,0.6770924674347043,0.6728232836319228
0.5710796287249633,0.5912996777658431,0.6812967676669359,0.6712091383287462
0.5613092330239374,0.592373791621912,0.6798835834488273,0.6706068546085034
