train_acc,test_acc,train_loss,test_loss
0.5271128480703469,0.6385606874328679,0.6973181078210473,0.6845269526465464
0.5437225207620908,0.6245972073039742,0.6899424670264125,0.6758774862451068
0.563751831949194,0.6310418904403867,0.681967968121171,0.6786074769698968
0.5378602833414753,0.7218045112781954,0.6880690222606063,0.6749483953088017
0.5583781143136297,0.7110633727175081,0.6824252279475331,0.6683643076379421
0.5930630190522717,0.6718582169709989,0.6698961863294244,0.653062370874114
0.6262823644357597,0.7105263157894737,0.6557100713253021,0.636717527599658
0.6375183194919394,0.7132116004296455,0.6479817600920796,0.6441494428505332
0.6433805569125549,0.7126745435016112,0.6447989288717508,0.6274653198355336
0.6511968734733756,0.7046186895810956,0.6417954917997122,0.616530007730096
0.6722032242305813,0.7180451127819549,0.6281672269105911,0.610842834084721
0.688324377137274,0.7137486573576799,0.6254149675369263,0.6086287008503736
0.6785539814362481,0.7169709989258861,0.62687087059021,0.6172122626991595
0.6687835857352222,0.7185821697099892,0.6246004281565547,0.6011072084055109
0.6795310210063508,0.7207303974221267,0.6137059261091053,0.6053320245217468
0.6839276990718124,0.7137486573576799,0.6186714810319245,0.6061058928400783
0.6751343429408891,0.6960257787325457,0.618563536554575,0.6205090678344338
0.6751343429408891,0.6788399570354458,0.6162254577502608,0.620076886173022
0.6805080605764533,0.69656283566058,0.6243248581886292,0.619159445924274
0.6834391792867611,0.7207303974221267,0.6253839172422886,0.6072106275518062
0.688324377137274,0.709452201933405,0.622416122816503,0.6276410201848563
0.67171470444553,0.7212674543501612,0.6339827682822943,0.6308500792010355
0.668295065950171,0.692266380236305,0.6413258844986558,0.6329754030300399
0.6775769418661456,0.7051557465091299,0.6296046441420913,0.6280477420758392
0.7000488519785051,0.7244897959183674,0.6219969969242811,0.6277615731045351
