train_acc,test_acc,train_loss,test_loss
0.5178309721543722,0.4806659505907626,0.6996149346232414,0.6998575667540232
0.4948705422569614,0.4806659505907626,0.7021142635494471,0.7008352080980936
0.5051294577430386,0.4806659505907626,0.699123814702034,0.7032419820626576
0.5168539325842697,0.4806659505907626,0.6970986053347588,0.697420076529185
0.5085490962383976,0.4806659505907626,0.6950611229985952,0.7004006584485372
0.5188080117244749,0.4806659505907626,0.6959925945848227,0.6963146209716797
0.5144113336590131,0.4806659505907626,0.6951305828988552,0.7003022829691569
0.5105031753786028,0.4806659505907626,0.6970211565494537,0.6964220424493154
0.5012212994626283,0.4806659505907626,0.6970324702560902,0.7054491221904755
0.5197850512945774,0.4806659505907626,0.6946536898612976,0.6934868892033895
0.5100146555935515,0.4806659505907626,0.6956525556743145,0.69333549340566
0.5207620908646801,0.4806659505907626,0.6925864163786173,0.7004275321960449
0.5114802149487054,0.4806659505907626,0.6936784405261278,0.6957916875680288
0.5021983390327308,0.4806659505907626,0.6964701674878597,0.6953339914480845
0.5095261358085003,0.4806659505907626,0.6947564296424389,0.6985664546489716
0.5280898876404494,0.5193340494092373,0.6930615603923798,0.6928912242253621
0.509037616023449,0.4806659505907626,0.6941687073558569,0.7039295415083567
0.49731314118221787,0.4806659505907626,0.6941715683788061,0.6980140388011933
0.5354176844162188,0.4806659505907626,0.6926470641046762,0.6934909641742706
0.5061064973131412,0.4806659505907626,0.6935364212840796,0.7032277206579844
