train_acc,test_acc,train_loss,test_loss
0.6243282852955545,0.8093447905477981,0.646943973377347,0.5589563945929209
0.7674645823155838,0.8539205155746509,0.5432841395959258,0.45143375794092816
0.8172936003908158,0.8716433941997852,0.47744427621364594,0.39479368974765144
0.8436736687835857,0.8711063372717508,0.4199417978525162,0.3549073065320651
0.865657059110894,0.8796992481203008,0.38716111052781343,0.32667399843533834
0.8759159745969711,0.8877551020408163,0.36367371678352356,0.3003990555802981
0.8871519296531509,0.8915145005370569,0.3348645195364952,0.28401110967000326
0.8876404494382022,0.8968850698174007,0.31876133056357503,0.2659592474500338
0.882266731802638,0.9001074113856069,0.30791999492794275,0.2511650862793128
0.8895945285784074,0.9060150375939849,0.2869046665728092,0.23805726977686087
0.9013190034196384,0.9092373791621912,0.26973392255604267,0.23112696421643097
0.903761602344895,0.9119226638023631,0.26403888175264,0.2199445636322101
0.9086468001954079,0.916219119226638,0.25189350824803114,0.21287314345439276
0.9233023937469468,0.9172932330827067,0.2345790695399046,0.20646391585469245
0.920371275036639,0.9226638023630505,0.22900120308622718,0.20000118377308052
0.9228138739618954,0.924812030075188,0.2216726248152554,0.19481075269480547
0.9154860771861261,0.9226638023630505,0.2232606098987162,0.1898116709664464
0.9228138739618954,0.9253490870032224,0.20647245179861784,0.18773627535750467
0.9281875915974597,0.9296455424274973,0.20520157320424914,0.18226933491726716
0.9228138739618954,0.9280343716433942,0.20289261126890779,0.17824398055672647
