train_acc,test_acc,train_loss,test_loss
0.8622374206155349,0.8345864661654135,0.3221780410967767,0.3442665822803974
0.8998534440644846,0.8764769065520945,0.23102120216935873,0.299547994757692
0.8993649242794333,0.8619763694951665,0.2268913914449513,0.4616173861393084
0.9218368343917929,0.8882921589688507,0.1938687558285892,0.30758987228230883
0.9228138739618954,0.8517722878625135,0.1818392644636333,0.6084477809553694
0.9447972642892037,0.8866809881847476,0.15153751126490533,0.3125479866905759
0.9496824621397166,0.8501611170784104,0.12004029401578009,0.695402084646048
0.9491939423546654,0.8501611170784104,0.13735695253126323,0.3896560681789803
0.9433317049340498,0.8850698174006445,0.1510047799674794,0.25893418627480663
0.9565217391304348,0.8872180451127819,0.11265255440957844,0.29346525358657044
0.9623839765510503,0.8899033297529538,0.09539594530360773,0.30187759632244704
0.9560332193453834,0.9001074113856069,0.11313248967053369,0.28367398489887513
0.9672691744015632,0.9001074113856069,0.09288213477702811,0.3261822448344901
0.9511480214948705,0.9129967776584318,0.13383772422093898,0.24699681879331667
0.9570102589154861,0.9167561761546724,0.10300173959694803,0.2432970041835991
0.9628724963361016,0.8807733619763695,0.11532096739392728,0.43484580190852284
0.9599413776257938,0.9027926960257787,0.10694859630893916,0.2627403637083868
0.9726428920371275,0.8979591836734694,0.06502254802035168,0.3154971942305565
0.9745969711773327,0.8791621911922664,0.07203980482881889,0.3658294281146179
0.9677576941866145,0.8764769065520945,0.08202806825283915,0.3702053162269294
