train_acc,test_acc,train_loss,test_loss
0.827552515876893,0.8045112781954887,0.7462331708520651,4.49183332528919
0.877381533952125,0.8340494092373791,0.4869844662025571,0.5650399127354224
0.898876404494382,0.8388829215896885,0.31710561690852046,0.516338812187314
0.9394235466536395,0.8388829215896885,0.16914283076766878,0.5683092000118146
0.9648265754763068,0.868421052631579,0.10489578713895753,0.47331999950110915
0.9692232535417684,0.8936627282491945,0.08802989620016888,0.3775276603953292
0.9702002931118711,0.8904403866809882,0.09119895607000217,0.44409326443759106
0.9721543722520762,0.8319011815252417,0.07233086752239615,0.6553856425452977
0.9677576941866145,0.8958109559613319,0.08466203723219223,0.43319961527983347
0.9677576941866145,0.8899033297529538,0.08917631371878088,0.402922373637557
0.9775280898876404,0.9006444683136412,0.06227183001465164,0.31826829941322404
0.9682462139716659,0.8861439312567132,0.08161632349947467,0.4166161859873682
0.9872984855886663,0.9108485499462943,0.033995587975368835,0.39878307096854165
0.9956033219345384,0.9092373791621912,0.016896698376513086,0.3756094054163744
0.9921836834391793,0.8968850698174007,0.02322974955859536,0.4588090372776302
0.9877870053737177,0.8705692803437164,0.034223434231535066,0.6505518357890347
0.9760625305324866,0.859828141783029,0.054893225140403956,0.5322263620793819
0.9716658524670249,0.8614393125671321,0.08295034663751721,0.5160886665185292
0.9794821690278456,0.8700322234156821,0.05257979204179719,0.4924759028983923
0.9804592085979482,0.8904403866809882,0.05230027362995315,0.5288225435341398
