train_acc,test_acc,train_loss,test_loss
0.8065461651196874,0.7883995703544576,0.4331239741295576,0.6010892698308453
0.8627259404005863,0.6729323308270677,0.33739781426265836,0.8459735789181043
0.8715192965315095,0.7314715359828142,0.3105287058278918,0.7624258223610619
0.8847093307278945,0.8018259935553169,0.2686513573862612,0.5397912400541827
0.8993649242794333,0.8190118152524167,0.23923202976584435,0.406514898284028
0.912066438690767,0.8909774436090225,0.21755552291870117,0.3141893193125725
0.9169516365412799,0.8646616541353384,0.20532822725363076,0.3583041206933558
0.9106008793356131,0.8523093447905478,0.2128336252644658,0.34418743749459585
0.9272105520273571,0.8764769065520945,0.1846282514743507,0.3025987733155489
0.9379579872984856,0.8732545649838883,0.16577229462563992,0.3563663161670168
0.9330727894479727,0.8533834586466166,0.16104325430933386,0.3593350458269318
0.9325842696629213,0.8856068743286788,0.16058996669016778,0.2960882450143496
0.9428431851489986,0.8770139634801289,0.14912191848270595,0.3640454839915037
0.9560332193453834,0.8791621911922664,0.10609460138948634,0.350177396585544
0.9487054225696141,0.8920515574650913,0.13071846624370664,0.30619329375525317
0.9570102589154861,0.8861439312567132,0.11566068441607058,0.38191684186458585
0.9643380556912555,0.8737916219119226,0.09584064991213381,0.33200359117860595
0.9604298974108452,0.8646616541353384,0.10650180699303746,0.368146701157093
0.9648265754763068,0.8899033297529538,0.08730646379990503,0.3746378705322665
0.9550561797752809,0.8850698174006445,0.12118197395466268,0.4411193512380123
