train_acc,test_acc,train_loss,test_loss
0.8583292623351245,0.7078410311493019,0.6261669774539769,4.6917053908109665
0.907181240840254,0.8587540279269602,0.3212631889618933,0.8782887485499183
0.9184171958964338,0.8689581095596133,0.23029660247266293,0.8309891606370609
0.9477283829995115,0.8383458646616542,0.1621937194140628,0.5633750152153273
0.9516365412799218,0.8630504833512352,0.14584473834838718,0.6870872799617549
0.9604298974108452,0.90171858216971,0.11653955141082406,0.34756648833863435
0.978505129457743,0.8925886143931256,0.054363755087251775,0.3955777073899905
0.9682462139716659,0.7878625134264232,0.08366076889797114,0.9570169250480831
0.9794821690278456,0.8839957035445757,0.05762285037781112,0.5573479905646915
0.975085490962384,0.864124597207304,0.06651007433538325,0.4831908140874778
0.9604298974108452,0.8716433941997852,0.10898879581509391,0.5751409233237307
0.9745969711773327,0.8147153598281418,0.07619516509294044,0.8900910650690397
0.9780166096726918,0.8813104189044039,0.08109600917669013,0.5854268324250976
0.9824132877381534,0.8796992481203008,0.05115182804001961,0.551399148395285
0.9882755251587689,0.8904403866809882,0.03405491265584715,0.39359717642267544
0.9804592085979482,0.8029001074113856,0.057455686779576354,1.016545225524654
0.9804592085979482,0.8796992481203008,0.051765981028438546,0.674533236422576
0.9780166096726918,0.8893662728249194,0.05684429852408357,0.517504359036684
0.995114802149487,0.8963480128893663,0.02086920620240562,0.428069309797138
0.9912066438690766,0.8533834586466166,0.026011039117292967,0.6495995767259349
